Sigla da IES,Nome da IES,Código do Curso,Nome do Curso,Grau,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,18493,CIÊNCIAS AGRÁRIAS,Licenciatura,40,2800,Semestral,,259,CAMPUS - DOM BASÍLIO - CENTRO,Rua Coronel José Porfírio,2515,Campus Universitario de Altamira,São Sebastião,1500602,Altamira,PA
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1330016,GESTÃO PÚBLICA,Tecnológico,42,1740,Semestral,,700135,Faculdade de Agronomia,Rua 27 de Julho,247,E.E.A.Mendes,São José,1301506,Envira,AM
FATEC SO,FACULDADE DE TECNOLOGIA DE SOROCABA,2353,PROCESSAMENTO DE DADOS,Tecnológico,80,2592,Semestral,,685780,Campus de Xinguara,AVENIDA ENGENHEIRO CARLOS REINALDO MENDES,2.015,,ALTO DA BOA VISTA,3552205,Sorocaba,SP
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,11897,HISTÓRIA,Licenciatura,80,2800,Semestral,,657971,Jardim,Cidade Universitária,,,,,,
IFES,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Escola de Enfermagem de Manaus,,,,,,,
IFBAIANO,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,EEEFM PROFESSORA ANA TELES,,,,,,,
UFBA,UNIVERSIDADE FEDERAL DA BAHIA,1110894,FISIOTERAPIA,Bacharelado,90,4051,Semestral,10,687463,CAMPUS - BARRA DO CHOÇA - CENTRO,AVENIDA REITOR MIGUEL CALMON,S\N,CAMPUS UNIVERSITÁRIO CANELA,CANELA,2927408,Salvador,BA
UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,107717,HISTÓRIA,Licenciatura,150,3120,Semestral,8,997,Centro de Formação Antonino Freire CFAF-UESPI,Largo de São Francisco de Paula,1,,Centro,3304557,Rio de Janeiro,RJ
UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,121620,ALIMENTOS,Tecnológico,100,3135,Semestral,7,657977,Campus de Santana do Araguaia,Cidade Universitária Prof. José Mariano da Rocha Filho,,,,,,
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,12034,LETRAS,Licenciatura,0,2835,Semestral,,1005930,Escola Guignard / Campus de Belo Horizonte,AVENIDA UNIVERSITARIA,,,,,,
UNIMONTES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,69628,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,35,3600,Semestral,,1662,UnC Campus Porto União,Rua do Sertanejo,212,,Vila Fátima,3135209,Januária,MG
IFPB,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CÂMPUS SENADOR CANEDO,,,,,,,
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,25795,COMUNICAÇÃO SOCIAL - JORNALISMO,Bacharelado,30,3205,Semestral,,1005925,Campus Avançado de Patu,RUA AUGUSTO CORREA,1,CIDADE UNIVERSITARIA JOSÉ DA SILVEIRA NETTO,GUAMÁ,1501402,Belém,PA
IFMA,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Unidade de Santana do Livramento,,,,,,,
UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,115106,ENGENHARIA MECÂNICA,Bacharelado,60,3960,Semestral,10,1006610,POLO SP_SAO MIGUEL PAULISTA (SEDE),Via Washington  Luis,Km 235,S/Nº,Monjolinho,3548906,São Carlos,SP
IFCE,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,POLO SP_PINHEIROS,,,,,,,
IFSP,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS DO PIRAJÁ,,,,,,,
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1148474,HISTÓRIA,Licenciatura,0,0,Semestral,,600130,Anicuns-Setor Leste,Estrada do Bexiga,nº 1085,,Jerusalém,1304203,Tefé,AM
UNB,UNIVERSIDADE DE BRASÍLIA,122208,GEOFISICA,Bacharelado,60,3450,Semestral,9,4229,Campus Barra,Campus Universitário Darcy Ribeiro,s/n,,Asa Norte,5300108,Brasília,DF
UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,103014,CIÊNCIAS CONTÁBEIS,Bacharelado,40,3170,Semestral,,18222,Campus Patos de Minas,Rua Vinte,1600,,Tupã,3134202,Ituiutaba,MG
UNICENTRO,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,11163,MATEMÁTICA,Licenciatura,40,2980,Anual,,25242,CAMPUS DE CAPANEMA,Alameda Élio Antonio Dalla Vecchia,838,,Vila Carli,4109401,Guarapuava,PR
UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,96761,LETRAS - PORTUGUÊS E ESPANHOL,Licenciatura,30,3500,Semestral,,600135,PLANALTINO,Avenida Getúlio Guarita,159,,Abadia,3170107,Uberaba,MG
FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,1038,ENGENHARIA CIVIL,Bacharelado,75,4280,Anual,5,1045632,CAMPUS  - AMARANTE - PIRAJÁ,Avenida Itália,S/N,Km 8,Carreiros,4315602,Rio Grande,RS
UFG,UNIVERSIDADE FEDERAL DE GOIÁS,21990,ARTES VISUAIS,Licenciatura,30,2804,Semestral,,106560,NOVA REDENÇÃO,RODOVIA GOIÂNIA NERÓPOLIS,KM 12,Prédio da Reitoria,Campus Samambaia,5208707,Goiânia,GO
UNESP,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,3132,PEDAGOGIA,Licenciatura,100,3420,Semestral,,691248,Polo UAB - CORRENTE,RODOVIA ARARAQUARA - JAU,S/N,KM 1,Campos Ville,3503208,Araraquara,SP
UEPB,UNIVERSIDADE ESTADUAL DA PARAÍBA,11589,ESTATÍSTICA,Bacharelado,128,3000,Semestral,,826,Campus do Sertão - UNIDADE EDUCACIONAL DE SANTANA DO IPANEMA (nova),Avenida das Baraúnas,351,,Bodocongó,2504009,Campina Grande,PB
UNEMAT,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,1425301,FILOSOFIA,Licenciatura,50,3200,Semestral,8,3309,CAMPUS DE ALMENARA,Rodovia MT 100,,,,,,
UFGD,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,15854,GEOGRAFIA,Licenciatura,40,2930,Semestral,,25872,DCHT - Campus XX,Rodovia Dourados - Itahum,km 12,,Cidade Universitária,5003702,Dourados,MS
UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,4,LETRAS,Licenciatura,1,3540,Anual,,105340,Unidade Acadêmica de Guimarães,Avenida Fernando Correa da Costa,2367,Cidade Universitária,Boa Esperança,5103403,Cuiabá,MT
IFTO,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Polo UAB - Primavera do Leste - Parque Eldorado,,,,,,,
UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,13614,FISIOTERAPIA,Bacharelado,66,4140,Semestral,10,1153,Nucleo Avançado de Educação Superior,Av. Prof. Moraes Rego,1.235,,Cidade Universitária,2611606,Recife,PE
ITA,INSTITUTO TECNOLÓGICO DE AERONÁUTICA,14645,ENGENHARIA CIVIL,Bacharelado,17,4384,Anual,5,657980,CAMPUS - OLINDINA - CENTRO,Praça Mal. Eduardo Gomes,50,Comando-Geral de Tecnologia Aeroespacial - CTA,Vila das Acácias,3549904,São José dos Campos,SP
UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,44984,LETRAS - INGLÊS,Bacharelado,120,2700,Semestral,7,1153,Campus do Litoral Paulista - Instituto de Biociência,Av. Prof. Moraes Rego,1.235,,Cidade Universitária,2611606,Recife,PE
IFBA,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus Bom Jesus da Lapa,,,,,,,
UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,1156022,ENFERMAGEM,Bacharelado,26,5000,Semestral,10,1754,CAMPUS - ITAPERUNA - PRESIDENTE COSTA E SILVA,Av. Araguaia,s/n,,Vila Cruzeiro,1502707,Conceição do Araguaia,PA
IFRJ,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS SÃO LOURENÇO DO SUL,,,,,,,
UFOP,UNIVERSIDADE FEDERAL DE OURO PRETO,586,ENGENHARIA CIVIL,Bacharelado,72,4105,Semestral,10,663,Núcleo de Concórdia do Pará,Rua Paulo Magalhães Gomes,s/n,,Bauxita,3146107,Ouro Preto,MG
IFRR,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Instituto de Artes,,,,,,,
IFSEMG,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Faculdade de Ciências Farmacêuticas de Ribeirão Preto - FCFRP,,,,,,,
UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,104300,ADMINISTRAÇÃO,Bacharelado,100,3060,Semestral,,34321,CAMPUS VALONGUINHO: Faculdade de Adm. C. Contábeis e Turismo,Rua Barão do Triunfo,1048,,Centro,4317103,Santana do Livramento,RS
UEL,UNIVERSIDADE ESTADUAL DE LONDRINA,751,AGRONOMIA,Bacharelado,80,4320,Anual,5,657675,SALINAS DA MARGARIDA,Rodovia Celso Garcia Cid Pr 445 Km 380,,UEL - CAMPUS UNIVERSITÁRIO,Campus Universitário,4113700,Londrina,PR
UEMASUL,UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO,1145773,CIÊNCIAS - BIOLOGIA,Licenciatura,50,3465,Semestral,8,1094894,Escola de Engenharia(Mecânica) - Campus do Centro,,,,,,,
UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,83966,QUÍMICA,Licenciatura,50,2835,Semestral,8,1046505,Central do Maranhão,Rua Silveira Martins,2555,,Cabula,2927408,Salvador,BA
UFSJ,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,327530,LETRAS - PORTUGUÊS,Bacharelado,0,2800,Semestral,,290,Centro de Ciências Agrárias e Ambientais - Campus II,Praça Dom Helvécio,74,CDB,Dom Bosco,3162500,São João del Rei,MG
UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,1103708,FILOSOFIA,Licenciatura,43,3360,Semestral,8,105340,CAMPUS  - QUIXERAMOBIM - DISTRITO INDUSTRIAL,Avenida Fernando Correa da Costa,2367,Cidade Universitária,Boa Esperança,5103403,Cuiabá,MT
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,12069,PEDAGOGIA,Licenciatura,40,3000,Semestral,,263,Fazenda Escola da Universidade Estadual do Maranhão,Rua Padre Antônio Franco,2417,,Matinha,1502103,Cametá,PA
UFF,UNIVERSIDADE FEDERAL FLUMINENSE,12728,ENGENHARIA AGRÍCOLA E AMBIENTAL,Bacharelado,100,4114,Semestral,10,1095,Unidade Universitária de Amambai,Rua Passo da Pátria,156,Centro Tecnológico,São Domingos,3303302,Niterói,RJ
IFMA,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,CAMPUS  - SÃO LUÍS - PRAIA GRANDE,,,,,,,
UVA,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,1150727,CONSTRUÇÃO DE EDIFÍCIOS,Tecnológico,80,2550,Semestral,,1641,RORAINÓPOLIS,Av. Dr. Guarani,317,,Campus Cidao,2312908,Sobral,CE
UESB,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,18674,COMUNICAÇÃO SOCIAL - JORNALISMO,Bacharelado,40,3035,Semestral,,658033,Núcleo de Capitão Poço,Estrada do Bem Querer - KM 04,S/N,,Zona Rural,2933307,Vitória da Conquista,BA
UNB,UNIVERSIDADE DE BRASÍLIA,137,ENGENHARIA ELÉTRICA,Bacharelado,80,3720,Semestral,10,4229,Unidade Descentralizada de Valença,Campus Universitário Darcy Ribeiro,s/n,,Asa Norte,5300108,Brasília,DF
UEG,UNIVERSIDADE ESTADUAL DE GOIÁS,21821,CIÊNCIAS BIOLÓGICAS,Licenciatura,40,3700,Anual,4,496,CAMPUS - SERRO - CENTRO,RUA 14,625,,JARDIM AMÉRICA,5213806,Morrinhos,GO
UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,1109224,ENGENHARIA DE PRODUÇÃO,Bacharelado,88,3800,Semestral,10,18222,Campus Fora de Sede de São Lourenço do Oeste,Rua Vinte,1600,,Tupã,3134202,Ituiutaba,MG
FURG,UNIVERSIDADE FEDERAL DO RIO GRANDE,1298919,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,50,2520,Semestral,,1033666,Unidade - Santa Isabel do Rio Negro - São Judas Tadeu,Rua Engenheiro Alfredo Huch,475,,Vila Santa Tereza,4315602,Rio Grande,RS
UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,97512,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA,Bacharelado,1013,2400,Quadrimestral,,600124,Núcleo de Ensino Superior da UEA em Pauini,Avenida dos Estados,5001,,Santa Teresinha,3547809,Santo André,SP
UFS,UNIVERSIDADE FEDERAL DE SERGIPE,95017,SISTEMAS DE INFORMAÇÃO,Bacharelado,50,3300,Semestral,,5812,FCAP,Avenida Vereador Olímpio Grande,s/n,,Centro,2802908,Itabaiana,SE
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,12110,CIÊNCIAS SOCIAIS,Licenciatura,0,2850,Semestral,,259,Campus Goiás,Rua Coronel José Porfírio,2515,Campus Universitario de Altamira,São Sebastião,1500602,Altamira,PA
UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,12946,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,80,3240,Semestral,,103266,CAMPUS  - DIAMANTINA - CENTRO,Avenida Antonio Carlos,6627,,Pampulha,3106200,Belo Horizonte,MG
FAC-FITO,FACULDADE DE CIÊNCIAS DA FUNDAÇÃO INSTITUTO TECNOLÓGICO DE OSASCO,21109,COMUNICAÇÃO SOCIAL,Bacharelado,100,3162,Semestral,,1331,Núcleo de Ensino Superior da UEA em Alvarães,RUA ANGÉLICA,100,,JD. DAS FLORES,3534401,Osasco,SP
IFFarroupilha,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Lapão,,,,,,,
UFF,UNIVERSIDADE FEDERAL FLUMINENSE,12684,ARQUIVOLOGIA,Bacharelado,80,2660,Semestral,8,1102,CAMPUS  - BUENO BRANDÃO - CENTRO,Rua Lara Vilela,126,,Ingá,3303302,Niterói,RJ
UFRR,UNIVERSIDADE FEDERAL DE RORAIMA,118072,HISTÓRIA,Bacharelado,60,2860,Semestral,,1033528,SÃO JOÃO DO PIAUÍ,Avenida Capitão Ene Garcez,2413,,Aeroporto,1400100,Boa Vista,RR
IFMS,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,GOIOERÊ,,,,,,,
UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,18852,DIREITO,Bacharelado,50,3700,Semestral,10,8074,DCHT-XIX,Rua Evaristo de Medeiros,s/n,Centro,Penedo,2402006,Caicó,RN
UNEMAT,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,80922,PEDAGOGIA,Licenciatura,80,3400,Semestral,,3313,Unidade em Três Passos,Rodovia Juara-Brasnorte,,,,,,
UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,60738,MÚSICA,Bacharelado,20,2400,Semestral,8,702307,Unidade Alto da Serra do Botucaraí,Rua Elis Regina,50,,Cidade Universitária,3509502,Campinas,SP
UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,85683,PEDAGOGIA,Licenciatura,0,3300,Semestral,,1051415,Núcleo de Ensino Superior da UEA em Manaquirí,Rua Cecília Meireles,S/N,,Centro,2932903,Valença,BA
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,12065,HISTÓRIA,Licenciatura,40,2903,Semestral,,262,Unidade Acadêmica de Central do Maranhão,Rua Leandro Ribeiro,S/Nº,,Centro,1501709,Bragança,PA
UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,33759,RELAÇÕES PÚBLICAS,Bacharelado,80,3200,Semestral,,1036246,Município de Gaspar,Av. Lourival de Melo Mota,s/n,CAMPUS A. C. SIMÕES - Cidade Universitária,TABULEIRO DO MARTINS,2704302,Maceió,AL
UEG,UNIVERSIDADE ESTADUAL DE GOIÁS,99636,AGROPECUÁRIA,Tecnológico,40,2600,Anual,,510,SÃO MATEUS DO SUL,RUA RUI BARBOSA,S/N,,SETOR AEROPORTO,5204904,Campos Belos,GO
IFCE,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,PEDRO II,,,,,,,
UFBA,UNIVERSIDADE FEDERAL DA BAHIA,29478,COMUNICAÇÃO SOCIAL - JORNALISMO,Bacharelado,60,2952,Semestral,8,704963,Instituto de Física - IF,RUA  BARÃO DE JEREMOABO,s/n,CAMPUS UNIVERSITÁRIO - FEDERAÇÃO,ONDINA,2927408,Salvador,BA
FA,FACULDADE DE ANICUNS,353770,HISTÓRIA,Bacharelado,80,3390,Semestral,,1689,Reitoria/Sede Administrativa,Go 326,S/N,,Centro,5201306,Anicuns,GO
UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,1156025,LETRAS - INGLÊS,Licenciatura,40,2966,Anual,,1044295,Coordenação de Medicina,Travessa Djalma Dutra,S/N,,Telégrafo Sem Fio,1501402,Belém,PA
UFMA,UNIVERSIDADE FEDERAL DO MARANHÃO,94283,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,40,4180,Semestral,,1006314,CÂMPUS MINEIROS,Avenida dos Portugueses,1966,,Vila Bacanga,2111300,São Luís,MA
UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,110268,MUSEOLOGIA,Bacharelado,30,2865,Semestral,8,33103,Campus Passo Fundo,Rua Ramiro Barcelos,2705,Prédio 22201,Santana,4314902,Porto Alegre,RS
UENF,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,101986,PEDAGOGIA,Licenciatura,30,3211,Semestral,,600262,UNIDADES DISPERSAS - SALVADOR - Faculdade de Ciências Econômicas,Avenida Alberto Lamego,2000,,Parque Califórnia,3301009,Campos dos Goytacazes,RJ
UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,1102526,ENGENHARIA DE ENERGIA,Bacharelado,125,3600,Quadrimestral,,600124,PINTADAS,Avenida dos Estados,5001,,Santa Teresinha,3547809,Santo André,SP
UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,14376,FONOAUDIOLOGIA,Bacharelado,88,3615,Semestral,8,657978,Polo UAB - JAGUARIAÍVA,Avenida Brigadeiro Trompowsky,s/n,Cidade Universitária,Ilha do Fundão,3304557,Rio de Janeiro,RJ
UFPA,UNIVERSIDADE FEDERAL DO PARÁ,21850,ENGENHARIA DE ALIMENTOS,Bacharelado,36,3720,Semestral,,1005925,Campus Avançado de Difusão Tecnológica em Itapajé,RUA AUGUSTO CORREA,1,CIDADE UNIVERSITARIA JOSÉ DA SILVEIRA NETTO,GUAMÁ,1501402,Belém,PA
UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,123011,SAÚDE COLETIVA,Bacharelado,80,3000,Semestral,,105340,PROF. WILSON BRANDÃO - VALENÇA DO PI,Avenida Fernando Correa da Costa,2367,Cidade Universitária,Boa Esperança,5103403,Cuiabá,MT
IFPB,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,IBITITÁ,,,,,,,
UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,96238,AGROINDÚSTRIA,Tecnológico,40,2370,Semestral,,701370,Escola Municipal João Torres,Avenida Inácio Moura,s/n,,Aldeia,1502103,Cametá,PA
UFF,UNIVERSIDADE FEDERAL FLUMINENSE,12710,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,142,3200,Semestral,8,1095,Núcleo de Capanema,Rua Passo da Pátria,156,Centro Tecnológico,São Domingos,3303302,Niterói,RJ
UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,18700,LETRAS,Licenciatura,40,3045,Semestral,,693771,Faculdade de Veterinária - Campus do Vale,PRAÇA GONÇALVES DIAS,S/N,BALSAS,Centro,2101400,Balsas,MA
UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,111962,ARTES CÊNICAS,Bacharelado,30,2910,Semestral,,1005565,Vitória do Mearim Escola Municipal Maria Celeste Barros,Campus Universitário,s/n,,Trindade,4205407,Florianópolis,SC
UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,27657,JORNALISMO,Bacharelado,35,3005,Semestral,8,1039546,Luís Eduardo Magalhães,Campus Universitário,s/n,UFJF,São Pedro,3136702,Juiz de Fora,MG
UNEMAT,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,51618,CIÊNCIAS ECONÔMICAS,Bacharelado,100,3060,Semestral,,389,Núcleo Pedagógico de Água Boa,Avenida dos Ingás,3001,- de 2933 a 3221 - lado ímpar,Jardim Imperial,5107909,Sinop,MT
UERJ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,311302,FÍSICA,Bacharelado,178,2715,Semestral,,657964,Faculdade de Medicina da Universidade de São Paulo - FM,Rua São Francisco Xavier,524,CAMPUS UERJ,MARACANÃ,3304557,Rio de Janeiro,RJ
IFCE,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Núcleo Pedagógico de São José dos Quatro Marcos,,,,,,,
UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,1379371,ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA,Bacharelado,88,3698,Semestral,10,1005999,Pedrão,Avenida Monteiro Lobato,s/nº,Km 04,Jardim Pitangui,4119905,Ponta Grossa,PR
UNB,UNIVERSIDADE DE BRASÍLIA,1140091,SAÚDE COLETIVA,Bacharelado,120,3225,Semestral,,4229,Núcleo Universitário de Xapuri,Campus Universitário Darcy Ribeiro,s/n,,Asa Norte,5300108,Brasília,DF
UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,18856,CIÊNCIA E TECNOLOGIA DE LATICÍNIOS,Bacharelado,30,3390,Semestral,9,1005394,JUINA,Av. P.H. Rolfs,s/n,Campus Universitário,Campus Universitário,3171303,Viçosa,MG
UEPB,UNIVERSIDADE ESTADUAL DA PARAÍBA,114758,RELAÇÕES INTERNACIONAIS,Bacharelado,144,3060,Semestral,10,27850,Unidade Educacional Fora da Sede - Brusque,Rua Neuza de Sousa Salles,s/n,,Mangabeira,2507507,João Pessoa,PB
UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,18145,ENGENHARIA HÍDRICA,Bacharelado,40,4347,Semestral,10,1033524,CAMPUS - JUIZ DE FORA - SÃO MATEUS,Avenida BPS,1303,Campus Professor José Rodrigues Seabra,Pinheirinho,3132404,Itajubá,MG
UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,84990,LETRAS - ESPANHOL,Licenciatura,30,3215,Semestral,,657977,CAMPUS  - ALTOS - CENTRO,Cidade Universitária Prof. José Mariano da Rocha Filho,,,,,,
FATEC-SP,FACULDADE DE TECNOLOGIA DE SÃO PAULO,2364,MECÂNICA DE PRECISÃO,Tecnológico,60,2600,Semestral,6,1041361,CAMPUS CANELA - Faculdade de Odontologia,Praça Coronel Fernando Prestes,30,,BOM RETIRO,3550308,São Paulo,SP
UFCAT,UNIVERSIDADE FEDERAL DE CATALÃO,14121,MATEMÁTICA,Licenciatura,50,3200,Semestral,,1112697,Campus XX - Boquira,Avenida Doutor Lamartine Pinto de Avelar,1120,,Loteamento Vila Chaud,5205109,Catalão,GO
UEMG,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,69965,PEDAGOGIA,Licenciatura,40,2840,Anual,,698578,Xavier Sigaud,Av. Getulio Vargas,308,,Centro,3133006,Itamonte,MG
FATEC,FACULDADE DE TECNOLOGIA DE OURINHOS,1150521,JOGOS DIGITAIS,Tecnológico,80,2530,Semestral,,658834,Departamento de Ciências Humanas - Campus IV - Jacobina,Avenida Vitalina Marcusso,1400,,Campus Universitário,3534708,Ourinhos,SP
UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,60793,MÚSICA,Bacharelado,0,2280,Semestral,8,702307,Campus IV - ( Curso de Enfermagem),Rua Elis Regina,50,,Cidade Universitária,3509502,Campinas,SP
USP,UNIVERSIDADE DE SÃO PAULO,2877,MEDICINA VETERINÁRIA,Bacharelado,80,5040,Semestral,10,1075927,AMARANTE,Rua Prof. Dr. Orlando Marques de Paiva,87,Faculdade de Medicina Veterinária e Zootecnia - FMVZ,Cidade Universitária,3550308,São Paulo,SP
UNESP,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,3144,GEOGRAFIA,Licenciatura,92,3255,Anual,4,739,Escola Multicampi,Avenida 24 A,1515,,Jardim Bela Vista,3543907,Rio Claro,SP
FATEC Assis,Faculdade de Tecnologia de Assis,1321766,GESTÃO COMERCIAL,Tecnológico,80,2800,Semestral,,1102214,Centro de Ciências Agroveterinárias CAV Campus III,Unesp - Campus Assis,2100,Unesp - Campus Assis,Parque Universitário,3504008,Assis,SP
UDESC,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,31468,MúSICA - VIOLINO E VIOLA,Bacharelado,5,2880,Anual,4,657701,Câmpus Augustinópolis,Avenida Madre Benvenuta,1907,Campus I,Itacorubi,4205407,Florianópolis,SC
UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,1576559,JORNALISMO,Bacharelado,30,3165,Trimestral,,1052120,Campus Paraíso,Rua Padre Justiniano Costa,S/N,,Boa Vista,2929909,Seabra,BA
UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,1113741,MATEMÁTICA,Bacharelado,20,2610,Semestral,8,657977,Instituto de Relações Internacionais - IRI,Cidade Universitária Prof. José Mariano da Rocha Filho,,,,,,
IFSP,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Núcleo da Universidade de Acrelândia,,,,,,,
UEMG,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,87829,MATEMÁTICA,Licenciatura,45,3050,Semestral,,701351,CAMPUS CURITIBA - SEDE NEOVILLE,Rua Três,50,,Santa Rita,3141801,Minas Novas,MG
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,1157430,PEDAGOGIA INTERCULTURAL INDíGENA,Licenciatura,50,3210,Semestral,,2214,FATEC-SBC,Rua Monsenhor Tomáz,60,,Centro,1300607,Benjamin Constant,AM
UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,1563614,EDUCAÇÃO FÍSICA,Licenciatura,50,3860,Semestral,8,1122319,Núcleo Pedagógico de Brasnorte,RODOVIA GURUPÁ-TUCURUI,S/N,,GURUPÁ,1503101,Gurupá,PA
UEA,UNIVERSIDADE DO ESTADO DO AMAZONAS,60842,MÚSICA,Bacharelado,47,3000,Semestral,8,697108,Campus - Xinguara,Avenida Leonardo Malcher,1728,Edifício Samuel Benchimol,Centro,1302603,Manaus,AM
IFTM,INSTITUTO FEDERAL DE EDUCAÇÃO,,,,,,,,,Campus  Avançado do Mucuri - Teofilo Otoni,,,,,,,
UFF,UNIVERSIDADE FEDERAL FLUMINENSE,100670,ENGENHARIA DE RECURSOS HÍDRICOS E DO MEIO AMBIENTE,Bacharelado,100,3999,Semestral,10,1095,Campus de Chapecó,Rua Passo da Pátria,156,Centro Tecnológico,São Domingos,3303302,Niterói,RJ
